YEAR,STATE,ST_CASE,FATALS,A_CRAINJ,A_REGION,A_RU,A_INTER,A_RELRD,A_INTSEC,A_ROADFC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_WEATHER,A_LT,A_MC,A_SPCRA,A_PED,A_PED_F,A_PEDAL,A_PEDAL_F,A_ROLL,A_POLPUR,A_POSBAC,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24,A_RD,A_HR,A_DIST,A_DROWSY,A_WRONGWAY,BIA,SPJ_INDIAN,INDIAN_RES,CENSUS_2020_TRACT_FIPS,TRACT
2022,48,481970,2,1,6,1,2,4,2,3,2,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1,1,2,2,1,1,2,2,2,2,0,0,0,48103950100,1
2022,48,481971,1,1,6,1,2,4,2,3,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48491020206,1
2022,48,481972,1,1,6,2,2,1,1,6,1,1,2,1,1,1,2,2,1,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,1,1,2,2,0,0,0,48029170200,1
2022,48,481973,1,1,6,2,2,1,2,3,3,1,2,1,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48201330700,1
2022,48,481974,1,1,6,2,2,4,2,5,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,48251130412,1
2022,48,481975,1,1,6,1,2,1,1,5,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,48387950700,1
2022,48,481976,1,1,6,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,48251130800,1
2022,48,481977,1,1,6,2,2,3,2,5,2,1,1,1,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48039660612,1
2022,48,481978,1,1,6,2,2,4,1,3,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,3,1,2,1,2,2,2,2,1,2,2,2,2,0,0,0,48187210510,1
2022,48,481979,1,1,6,1,2,4,2,5,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,48355005803,1
2022,48,481980,1,1,6,1,2,1,2,4,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,48083950600,1
2022,48,481981,1,1,6,2,1,1,2,1,2,4,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48029190604,1
2022,48,481982,1,1,6,2,2,4,2,6,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,48121020319,1
2022,48,481983,1,1,6,1,2,1,2,3,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,1,2,0,0,0,48371950500,1
2022,48,481984,1,1,6,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48113010701,1
2022,48,481985,1,1,6,2,2,1,1,3,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48361022302,1
2022,48,481986,2,1,6,2,1,4,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,48141004106,1
2022,48,481987,1,1,6,2,2,1,1,4,1,4,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,48309000598,1
2022,48,481988,4,1,6,2,2,1,2,3,2,3,2,2,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,48291701100,1
2022,48,481989,1,1,6,2,2,1,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,48029171602,1
2022,48,481990,2,1,6,2,2,4,2,4,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,1,2,0,0,0,48339693201,1
2022,48,481991,1,1,6,1,2,1,2,3,3,3,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48289950201,1
2022,48,481992,1,1,6,2,2,1,1,3,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48001950500,1
2022,48,481993,1,1,6,2,2,1,2,3,3,3,1,2,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,0,0,0,48373210204,1
2022,48,481994,1,1,6,1,2,1,2,5,2,4,2,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48353950500,1
2022,48,481995,1,1,6,1,2,4,2,5,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48143950100,1
2022,48,481996,1,1,6,1,2,1,2,6,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,1,0,0,0,48439111019,1
2022,48,481998,1,1,6,1,2,4,2,4,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48473680602,1
2022,48,481999,1,1,6,2,2,1,1,3,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48141000902,1
2022,48,482000,1,1,6,2,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48215024126,1
2022,48,482001,1,1,6,2,2,4,2,3,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48453980000,1
2022,48,482002,5,1,6,2,1,4,2,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,1,3,2,2,1,1,2,2,1,1,2,2,2,2,0,0,0,48283950302,1
2022,48,482003,1,1,6,1,2,4,2,5,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48069950300,1
2022,48,482004,3,1,6,2,1,1,2,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,1,0,0,0,48027023202,1
2022,48,482005,1,1,6,2,2,4,2,5,3,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48329000401,1
2022,48,482006,1,1,6,2,2,4,2,5,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,2,0,0,0,48439101302,1
2022,48,482007,1,1,6,2,2,1,1,3,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48329980000,1
2022,48,482008,3,1,6,1,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48471790200,1
2022,48,482009,1,1,6,1,2,1,1,3,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48329010129,1
2022,48,482010,1,1,6,1,2,4,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,48073950801,1
2022,48,482012,1,1,6,2,2,3,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,2,0,0,0,48113009304,1
2022,48,482013,1,1,6,2,2,1,1,4,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48201452101,1
2022,48,482014,1,1,6,1,2,4,2,3,2,1,1,2,1,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48303010101,1
2022,48,482015,1,1,6,2,2,1,2,4,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,2,0,0,0,48029121508,1
2022,48,482016,1,1,6,2,2,1,1,3,1,4,2,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,48329001400,1
2022,48,482017,3,1,6,2,2,1,2,5,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,3,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,48215024122,1
2022,48,482018,1,1,6,2,2,4,2,4,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48113004201,1
2022,48,482019,1,1,6,2,2,4,2,3,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,48113013012,1
2022,48,482020,1,1,6,2,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48113010001,1
2022,48,482022,1,1,6,2,2,1,1,3,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48201333000,1
2022,48,482023,1,1,6,2,1,4,2,1,3,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48201310102,1
2022,48,482024,1,1,6,2,2,1,1,3,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,48147950701,1
2022,48,482025,1,1,6,2,2,4,2,5,2,1,1,2,1,99,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48029191806,1
2022,48,482026,1,1,6,2,1,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,48113015600,1
2022,48,482027,1,1,6,1,2,1,2,5,3,4,1,1,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,48187210803,1
2022,48,482028,1,1,6,2,1,4,2,1,3,1,1,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48029161200,1
2022,48,482029,1,1,6,2,2,3,2,2,2,1,2,1,1,13,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,48029192000,1
2022,48,482030,1,1,6,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48167724600,1
2022,48,482032,1,1,6,1,2,4,2,5,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,2,0,0,0,48313000300,1
2022,48,482033,1,1,6,2,1,1,2,1,3,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,48201241302,1
2022,48,482034,1,1,6,2,2,1,1,3,1,2,2,1,3,13,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48453034100,1
2022,48,482035,1,1,6,2,1,1,2,1,2,2,1,1,3,1,1,1,1,2,2,2,2,2,2,3,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0,48141004008,1
2022,48,482036,1,1,6,1,2,1,2,5,2,3,1,2,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,48089750300,1
2022,48,482038,1,1,6,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,2,0,0,0,48453032100,1
2022,48,482039,1,1,6,1,2,4,2,3,2,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48039662000,1
2022,48,482040,1,1,6,2,2,1,1,3,1,4,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,0,0,0,48113019051,1
2022,48,482041,1,1,6,1,2,4,2,5,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48331950800,1
2022,48,482042,1,1,6,1,2,4,2,5,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,0,0,0,48331950100,1
2022,48,482043,1,1,6,1,2,1,2,5,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,0,0,0,48099010201,1
2022,48,482044,1,1,6,1,2,4,2,5,3,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,1,0,0,0,48159950200,1
2022,48,482045,1,1,6,1,1,4,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48223950700,1
2022,48,482046,1,1,6,2,1,1,2,1,2,2,2,1,3,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,48113016711,1
2022,48,482047,1,1,6,2,2,4,2,6,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48027020301,1
2022,48,482048,1,1,6,2,1,1,2,1,3,1,2,1,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,48113012206,1
2022,48,482049,1,1,6,2,2,1,1,5,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,0,0,0,48041002016,1
2022,48,482050,1,1,6,1,2,4,2,6,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48245011303,1
2022,48,482051,1,1,6,2,2,1,2,5,2,4,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,0,0,0,48085031006,1
2022,48,482053,1,1,6,2,2,1,2,3,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,48099010804,1
2022,48,482054,1,1,6,2,2,1,1,3,1,3,2,2,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,1,2,1,0,0,0,48307950300,1
2022,48,482055,1,1,6,2,2,1,1,5,1,4,1,2,3,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,48085030543,1
2022,48,482056,1,1,6,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,1,1,2,2,0,0,0,48085030801,1
2022,48,482057,1,1,6,2,1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48029151200,1
2022,48,482058,1,1,6,2,2,1,2,5,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,2,0,0,0,48029141600,1
2022,48,482059,2,1,6,2,2,1,1,4,1,4,1,1,2,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,48055960200,1
2022,48,482060,1,1,6,1,2,4,2,6,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48133950302,1
2022,48,482061,1,1,6,1,2,1,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48055960103,1
2022,48,482062,3,1,6,2,2,1,1,4,1,4,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,48135003001,1
2022,48,482063,2,1,6,1,2,1,2,5,3,2,1,1,2,1,1,2,1,2,2,2,2,2,2,3,2,2,1,1,2,1,1,2,2,2,2,2,0,0,0,48311950100,1
2022,48,482064,1,1,6,2,2,1,2,5,3,1,1,2,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48113014001,1
2022,48,482065,1,1,6,3,3,1,1,7,1,4,1,1,2,1,1,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,2,0,0,0,48291700302,1
2022,48,482066,2,1,6,2,2,1,1,3,1,4,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,48279950600,1
2022,48,482067,1,1,6,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,48329010125,1
2022,48,482068,5,1,6,2,2,1,2,4,2,3,2,1,2,13,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,1,0,0,0,48423001606,1
2022,48,482070,1,1,6,1,2,1,2,5,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48213950400,1
2022,48,482071,1,1,6,2,2,3,2,4,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48375015400,1
2022,48,482072,1,1,6,1,2,3,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,0,0,0,48257051201,1
2022,48,482073,1,1,6,1,2,1,1,4,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48133950400,1
2022,48,482074,1,1,6,2,1,4,2,1,3,1,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,0,0,0,48061010201,1
2022,48,482075,1,1,6,1,2,1,2,6,2,3,2,1,2,1,2,2,2,2,2,2,2,1,2,3,2,2,1,1,2,2,1,1,2,2,2,2,0,0,0,48427950108,1
2022,48,482076,1,1,6,2,2,1,1,5,1,3,1,1,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48381021900,1
2022,48,482077,1,1,6,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,48201452602,1
2022,48,482078,1,1,6,2,2,2,2,3,3,1,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,0,0,0,48113021200,1
2022,48,482079,1,1,6,2,2,1,2,3,2,1,2,2,1,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,48201252700,1
2022,48,482080,1,1,6,2,2,1,1,3,1,4,2,2,2,13,2,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2,2,2,2,2,0,0,0,48245006900,1
2022,48,482081,1,1,6,1,2,1,1,3,1,4,1,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,48477170601,1
2022,48,482082,1,1,6,3,3,4,2,7,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48061014202,1
2022,48,482083,1,1,6,1,2,4,2,3,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48037011404,1
2022,48,482084,1,1,6,2,2,4,2,5,3,4,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48453002443,1
2022,48,482085,1,1,6,1,1,1,2,1,2,2,2,1,2,1,1,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,48055960702,1
2022,48,482086,1,1,6,2,2,4,1,3,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,0,0,0,48479001714,1
2022,48,482087,1,1,6,2,2,1,2,5,2,3,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,48099010202,1
2022,48,482088,1,1,6,1,1,4,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,1,2,0,0,0,48389950600,1
2022,48,482089,1,1,6,2,2,1,1,3,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48215021002,1
2022,48,482090,1,1,6,2,1,1,2,1,2,5,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,0,0,0,48257050215,1
2022,48,482091,1,1,6,1,2,1,1,5,1,4,1,2,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,48321730502,1
2022,48,482092,1,1,6,2,2,1,2,6,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48201543005,1
2022,48,482093,1,1,6,2,2,4,2,5,3,1,2,2,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48339690701,1
2022,48,482094,1,1,6,2,2,1,2,3,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,2,0,0,0,48215023601,1
2022,48,482095,1,1,6,2,1,4,2,1,3,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48113016903,1
2022,48,482096,1,1,6,1,2,3,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,3,1,2,1,2,2,2,2,1,2,2,2,2,0,0,0,48077030200,1
2022,48,482097,2,1,6,2,2,1,2,3,2,4,1,2,2,2,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,2,0,0,0,48225950600,1
2022,48,482098,1,1,6,2,2,4,2,3,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,48113018148,1
2022,48,482099,2,1,6,1,2,1,1,5,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,48233950200,1
2022,48,482100,1,1,6,1,2,1,1,5,1,4,1,2,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,48067950700,1
2022,48,482101,1,1,6,2,2,1,2,3,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,48439110302,1
2022,48,482102,1,1,6,2,2,1,2,2,2,3,2,1,2,13,2,2,2,2,2,2,2,1,2,3,2,2,1,1,2,2,1,2,2,2,2,1,0,0,0,48039663300,1
2022,48,482103,1,1,6,2,1,1,2,1,3,5,1,1,2,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,48027021203,1
2022,48,482104,1,1,6,2,2,1,2,3,2,3,2,1,3,13,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,0,0,0,48039661300,1
2022,48,482105,1,1,6,2,2,1,2,5,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48085031508,1
2022,48,482106,2,1,6,2,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,48231961300,1
2022,48,482108,1,1,6,2,2,1,2,2,2,3,2,2,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,1,0,0,0,48439113510,1
2022,48,482110,1,1,6,1,2,4,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,1,1,1,1,2,2,1,2,2,2,2,2,0,0,0,48157675800,1
2022,48,482111,1,1,6,2,2,1,1,4,1,4,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,48439101402,1
2022,48,482112,1,1,6,2,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,48049951200,1
2022,48,482113,1,1,6,2,2,1,2,5,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,2,0,0,0,48113004500,1
2022,48,482114,2,1,6,2,2,4,2,6,2,1,2,1,1,1,2,2,1,2,2,2,2,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,0,0,0,48201240706,1
2022,48,482115,1,1,6,2,2,1,2,3,3,2,2,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2,2,2,2,2,0,0,0,48209010402,1
2022,48,482116,1,1,6,2,2,1,2,3,3,4,2,2,2,1,2,1,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,2,0,0,0,48005000201,1
2022,48,482117,1,1,6,1,2,1,1,3,1,4,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48157675800,1
2022,48,482118,1,1,6,1,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,48047950100,1
2022,48,482119,1,1,6,2,2,1,2,2,2,2,2,1,3,1,1,2,1,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,48113011702,1
2022,48,482120,1,1,6,2,2,1,1,4,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,48215024127,1
2022,48,482121,1,1,6,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,48491020604,1
2022,48,482122,1,1,6,2,2,4,2,5,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,1,1,2,2,0,0,0,48439114205,1
2022,48,482123,1,1,6,2,2,1,2,3,3,4,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,2,0,0,0,48321730202,1
2022,48,482124,1,1,6,2,2,1,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48201555501,1
2022,48,482125,3,1,6,1,2,1,1,5,1,3,1,1,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,48341950202,1
